team_1,team_2,team_1_goals,team_2_goals,is_team_1_home,is_neutral,outcome,team_1_outcome,team_2_outcome,days,year,tournament.Friendly,tournament.African.Cup.of.Nations.Qualifiers,tournament.Euro.Qualifiers,tournament.Oceania.Nations.Cup,tournament.Copa.America,tournament.Confederations.Cup,tournament.Asian.Cup.Qualifiers,tournament.African.Cup.of.Nations,tournament.Gold.Cup,tournament.World.Cup.Qualifiers,tournament.Euro,tournament.Asian.Cup,tournament.World.Cup,team_1_index,team_2_index,team_1_rolling_2_outcome,team_1_rolling_2_goals,team_1_rolling_2_opponentgoals,team_2_rolling_2_outcome,team_2_rolling_2_goals,team_2_rolling_2_opponentgoals,diff_rolling_2_outcome,diff_rolling_2_goals,diff_rolling_2_opponentgoals,team_1_rolling_5_outcome,team_1_rolling_5_goals,team_1_rolling_5_opponentgoals,team_2_rolling_5_outcome,team_2_rolling_5_goals,team_2_rolling_5_opponentgoals,diff_rolling_5_outcome,diff_rolling_5_goals,diff_rolling_5_opponentgoals,team_1_rolling_10_outcome,team_1_rolling_10_goals,team_1_rolling_10_opponentgoals,team_2_rolling_10_outcome,team_2_rolling_10_goals,team_2_rolling_10_opponentgoals,diff_rolling_10_outcome,diff_rolling_10_goals,diff_rolling_10_opponentgoals,team_1_rolling_20_outcome,team_1_rolling_20_goals,team_1_rolling_20_opponentgoals,team_2_rolling_20_outcome,team_2_rolling_20_goals,team_2_rolling_20_opponentgoals,diff_rolling_20_outcome,diff_rolling_20_goals,diff_rolling_20_opponentgoals,team_1_rolling_50_outcome,team_1_rolling_50_goals,team_1_rolling_50_opponentgoals,team_2_rolling_50_outcome,team_2_rolling_50_goals,team_2_rolling_50_opponentgoals,diff_rolling_50_outcome,diff_rolling_50_goals,diff_rolling_50_opponentgoals
Uzbekistan,Syria,1,0,1,0,win,1,-1,6623,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,146,65,2,3,1,-1,0,2,3,3,-1,3,6,3,0,7,7,3,-1,-4,8,23,6,1,21,15,7,2,-9,6,33,22,6,43,23,0,-10,-1,13,74,45,-2,74,65,15,0,-20
El Salvador,Mexico,1,3,1,0,lose,-1,1,6624,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,104,128,-2,1,7,-1,1,8,-1,0,-1,-3,4,12,2,7,9,-5,-3,3,-2,7,14,6,19,13,-8,-12,1,-5,17,30,9,41,26,-14,-24,4,-3,67,77,12,85,59,-15,-18,18
Haiti,Costa Rica,0,1,1,0,lose,-1,1,6624,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,138,121,-2,1,11,0,3,6,-2,-2,5,-4,1,13,2,8,7,-6,-7,6,-3,6,16,1,10,10,-4,-4,6,-7,14,30,0,27,27,-7,-13,3,-15,50,78,3,65,52,-18,-15,26
Honduras,Canada,2,1,1,0,win,1,-1,6624,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,155,139,2,3,0,1,3,2,1,0,-2,2,7,4,-1,3,7,3,4,-3,0,12,10,-2,6,11,2,6,-1,-4,20,28,-7,8,22,3,12,6,-4,57,65,-6,46,54,2,11,11
Latvia,Luxembourg,3,1,1,0,win,1,-1,6624,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,86,97,1,5,0,-2,1,5,3,4,-5,-1,7,4,-3,2,10,2,5,-6,-3,11,11,-6,5,23,3,6,-12,-8,17,31,-12,11,45,4,6,-14,-20,43,83,-27,31,112,7,12,-29
Panama,Jamaica,2,0,1,0,win,1,-1,6624,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,152,127,-2,2,9,-2,0,5,0,2,4,1,7,10,-4,1,10,5,6,0,0,11,15,-3,6,17,3,5,-2,-1,18,27,-7,14,34,6,4,-7,1,58,61,-12,46,67,13,12,-6
South Africa,Mauritania,1,1,1,0,draw,0,-0,6624,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,78,184,1,4,0,0,2,1,1,2,-1,3,10,3,0,5,4,3,5,-1,4,15,8,1,15,8,3,0,0,6,29,17,1,21,16,5,8,1,12,69,42,-16,35,74,28,34,-32
St. Vincent and the Grenadines,USA,0,6,1,0,lose,-1,1,6624,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,135,101,1,3,2,-2,0,5,3,3,-3,1,9,7,1,7,6,0,2,1,-2,13,18,2,17,13,-4,-4,5,3,29,26,6,39,25,-3,-10,1,0,0,0,14,94,62,-14,-94,-62
Sudan,Gabon,1,2,1,0,lose,-1,1,6624,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,190,29,-1,1,2,-2,1,4,1,0,-2,-3,2,6,-1,4,6,-2,-2,0,-6,4,14,-2,10,13,-4,-6,1,-12,10,34,-2,25,24,-10,-15,10,-16,41,80,-3,50,52,-13,-9,28
Trinidad and Tobago,Guatemala,2,2,1,0,draw,0,-0,6624,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,134,105,-2,2,5,-2,1,11,0,1,-6,-1,9,10,-2,4,13,1,5,-3,-4,12,18,-6,6,25,2,6,-7,-6,19,31,-9,14,44,3,5,-13,-11,56,75,-7,64,83,-4,-8,-8
Angola,Madagascar,1,1,1,0,draw,0,-0,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,26,120,-2,0,5,-2,2,8,0,-2,-3,-5,2,11,-3,5,14,-2,-3,-3,-3,9,13,-4,11,19,1,-2,-6,-4,17,21,-11,18,42,7,-1,-21,0,51,46,-18,48,95,18,3,-49
Cameroon,Gambia,2,0,1,0,win,1,-1,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,79,158,0,3,3,-1,0,4,1,3,-1,0,5,5,-3,2,8,3,3,-3,1,10,9,-1,7,10,2,3,-1,3,22,19,-8,12,30,11,10,-11,6,55,51,-13,44,71,19,11,-20
Cape Verde,Libya,0,1,1,0,lose,-1,1,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,27,10,-2,0,3,1,5,1,-3,-5,2,-1,4,5,0,9,6,-1,-5,-1,1,14,7,-1,13,13,2,1,-6,3,27,19,-1,19,21,4,8,-2,11,69,40,7,56,42,4,13,-2
Ethiopia,Seychelles,2,1,1,0,win,1,-1,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,123,186,1,5,4,-2,1,4,3,4,0,-2,10,17,-3,3,7,1,7,10,-2,18,24,-5,8,16,3,10,8,-7,28,43,-11,14,43,4,14,0,-7,64,85,0,0,0,-7,64,85
Ghana,Rwanda,1,1,1,0,draw,0,-0,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,118,32,1,2,0,-2,2,5,3,0,-5,3,7,1,-1,8,6,4,-1,-5,7,20,5,-5,10,13,12,10,-8,10,37,13,0,23,18,10,14,-5,17,93,46,-13,43,68,30,50,-22
India,Puerto Rico,4,1,1,0,win,1,-1,6625,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,103,173,2,9,1,-2,1,8,4,8,-7,1,11,7,-4,3,13,5,8,-6,-1,13,15,-3,14,19,2,-1,-4,-4,26,32,-2,23,31,-2,3,1,-18,60,113,0,0,0,-18,60,113
Ivory Coast,Sierra Leone,1,1,1,0,draw,0,-0,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,111,192,1,2,1,2,2,0,-1,0,1,3,7,2,1,5,4,2,2,-2,5,10,3,-3,7,15,8,3,-12,8,22,11,-4,19,28,12,3,-17,15,84,54,-13,43,77,28,41,-23
Mozambique,Mauritius,1,0,1,0,win,1,-1,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,23,47,1,3,2,-2,0,7,3,3,-5,0,5,6,-2,3,12,2,2,-6,-2,8,11,-3,8,24,1,0,-13,-1,17,18,-13,10,60,12,7,-42,-9,39,61,-25,31,110,16,8,-49
Nigeria,Tanzania,1,0,1,0,win,1,-1,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,114,24,2,4,1,-1,1,3,3,3,-2,2,7,3,-1,4,12,3,3,-9,3,12,5,-3,7,18,6,5,-13,4,24,12,-3,20,31,7,4,-19,10,71,44,-7,46,67,17,25,-23
Senegal,Namibia,2,0,1,0,win,1,-1,6625,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,4,11,2,4,1,0,4,4,2,0,-3,4,11,3,-2,4,7,6,7,-4,5,18,7,-4,7,13,9,11,-6,9,33,14,-7,10,21,16,23,-7,8,66,50,-9,38,48,17,28,2
Algeria,Lesotho,6,0,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,22,17,1,5,3,-2,2,4,3,3,-1,3,21,6,-2,5,8,5,16,-2,6,34,10,-4,8,14,10,26,-4,7,49,20,-9,12,30,16,37,-10,19,100,47,-18,29,74,37,71,-27
Bahrain,Jordan,0,0,1,0,draw,0,-0,6626,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,66,143,0,3,2,-1,3,4,1,0,-2,1,8,4,0,13,9,1,-5,-5,0,15,11,3,23,10,-3,-8,1,2,28,25,4,41,19,-2,-13,6,5,64,48,3,66,51,2,-2,-3
Burkina Faso,Botswana,2,1,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,5,13,0,1,1,0,3,3,0,-2,-2,0,2,3,-1,5,7,1,-3,-4,-2,6,10,2,15,12,-4,-9,-2,-1,20,19,-3,19,27,2,1,-8,2,56,44,-2,53,60,4,3,-16
Congo,Guinea-Bissau,1,0,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,28,185,-2,1,4,2,2,0,-4,-1,4,-1,5,7,0,6,8,-1,-1,-1,1,18,17,0,10,12,1,8,5,1,29,30,-5,19,25,6,10,5,-1,64,70,0,0,0,-1,64,70
Congo DR,Central African Republic,4,1,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,117,187,1,7,2,2,5,1,-1,2,1,2,11,4,1,8,7,1,3,-3,4,21,10,-1,11,18,5,10,-8,3,33,23,-3,21,33,6,12,-10,5,78,50,0,0,0,5,78,50
Czech Republic,Northern Ireland,0,0,1,0,draw,0,-0,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,39,89,0,3,2,-2,0,2,2,3,0,-2,6,7,-2,2,3,0,4,4,-2,16,13,1,9,5,-3,7,8,1,35,27,4,23,13,-3,12,14,5,74,57,-7,47,61,12,27,-4
Denmark,Armenia,1,0,1,0,win,1,-1,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,83,33,0,5,1,0,4,3,0,1,-2,0,10,6,0,11,7,0,-1,-1,-1,13,9,-4,14,18,3,-1,-9,0,26,22,-10,24,43,10,2,-21,2,73,64,-13,70,83,15,3,-19
Equatorial Guinea,South Sudan,4,0,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,16,226,-2,1,3,-2,1,7,0,0,-4,-3,2,6,-3,3,13,0,-1,-7,-4,5,11,-6,5,22,2,0,-11,-5,14,21,0,0,0,-5,14,21,-14,40,73,0,0,0,-14,40,73
Kazakhstan,Poland,2,2,1,0,draw,0,-0,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,181,34,0,1,2,0,2,2,0,-1,0,2,4,3,2,4,2,0,0,1,-1,6,8,4,14,5,-5,-8,3,-4,20,27,8,42,17,-12,-22,10,-15,48,84,12,92,46,-27,-44,38
Lithuania,Slovenia,2,2,1,0,draw,0,-0,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,31,93,-1,0,3,-1,0,1,0,0,2,-3,1,8,-1,2,3,-2,-1,5,-6,4,18,-1,8,9,-5,-4,9,-8,11,33,-5,20,22,-3,-9,11,-20,34,78,-5,60,57,-15,-26,21
Malawi,Swaziland,1,0,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20,-2,1,5,1,2,1,-3,-1,4,-2,2,7,1,4,4,-3,-2,3,-4,7,15,1,16,15,-5,-9,0,-5,14,26,-2,19,35,-3,-5,-9,-9,37,57,-19,37,95,10,0,-38
Malta,Scotland,1,5,1,0,lose,-1,1,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,48,92,-1,2,3,-2,0,4,1,2,-1,-3,2,11,1,8,4,-4,-6,7,-7,4,18,0,14,11,-7,-10,7,-14,7,33,4,31,21,-18,-24,12,-26,30,92,4,65,61,-30,-35,31
Norway,Germany,0,3,1,0,lose,-1,1,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,42,55,-2,2,4,0,2,2,-2,0,2,-1,7,9,2,7,3,-3,0,6,-3,11,14,4,16,7,-7,-5,7,-1,21,23,5,38,21,-6,-17,2,-7,51,66,22,110,51,-29,-59,15
Romania,Montenegro,1,1,1,0,draw,0,-0,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,50,220,-1,1,2,-1,0,1,0,1,1,-2,10,9,-4,2,9,2,8,0,0,17,12,-5,10,17,5,7,-5,5,27,14,-6,20,30,11,7,-16,10,77,51,-4,59,64,14,18,-13
San Marino,Azerbaijan,0,1,1,0,lose,-1,1,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,91,21,-2,0,12,-1,2,4,-1,-2,8,-5,1,27,-1,4,6,-4,-3,21,-9,1,40,-3,7,13,-6,-6,27,-19,2,92,-7,13,32,-12,-11,60,-49,6,227,-12,43,70,-37,-37,157
Slovakia,England,0,1,1,0,lose,-1,1,6626,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,44,84,-1,0,3,-1,1,2,0,-1,1,-1,3,6,1,5,4,-2,-2,2,2,14,11,4,15,10,-2,-1,1,7,31,20,10,39,16,-3,-8,4,9,64,51,21,102,41,-12,-38,10
Tunisia,Liberia,4,1,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,80,30,1,3,0,1,7,2,0,-4,-2,4,8,2,0,8,6,4,0,-4,3,20,10,0,14,12,3,6,-2,6,30,17,1,24,22,5,6,-5,12,76,54,-8,50,73,20,26,-19
Uganda,Comoros,1,0,1,0,win,1,-1,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,3,222,1,2,1,-2,1,3,3,1,-2,-1,2,4,-2,2,5,1,0,-1,1,7,5,-4,4,10,5,3,-5,3,18,11,-12,10,34,15,8,-23,2,44,42,0,0,0,2,44,42
Zambia,Kenya,1,1,1,0,draw,0,-0,6626,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,81,9,-1,0,1,1,2,1,-2,-2,0,0,4,3,0,4,4,0,0,-1,-1,6,10,0,10,9,-1,-4,1,2,15,14,-1,15,16,3,0,-2,0,45,42,-9,47,55,9,-2,-13
Albania,Macedonia,2,1,1,0,win,1,-1,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,106,62,1,1,0,0,4,4,1,-3,-4,-2,2,6,-3,4,8,1,-2,-2,-1,12,13,-5,8,13,4,4,0,0,23,20,-10,14,29,10,9,-9,-3,52,48,-17,39,69,14,13,-21
Croatia,Turkey,1,1,1,0,draw,0,-0,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,94,57,0,2,2,1,2,0,-1,0,2,2,15,4,0,3,4,2,12,0,6,23,6,2,9,8,4,14,-2,9,45,13,10,29,13,-1,16,0,17,93,44,13,76,52,4,17,-8
Finland,Kosovo,1,1,1,0,draw,0,-0,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,53,219,-2,0,4,1,4,2,-3,-4,2,-4,1,12,2,8,5,-6,-7,7,-5,4,18,0,0,0,-5,4,18,-9,9,29,0,0,0,-9,9,29,-5,51,67,0,0,0,-5,51,67
Georgia,Austria,1,2,1,0,lose,-1,1,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,54,36,0,2,5,-1,1,2,1,1,3,-1,6,11,-2,3,7,1,3,4,-2,12,17,-1,13,14,-1,-1,3,-6,21,33,5,31,20,-11,-10,13,-10,46,67,6,77,59,-16,-31,8
Israel,Italy,1,3,1,0,lose,-1,1,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,96,85,-2,1,5,-1,2,4,-1,-1,1,-4,3,10,0,5,5,-4,-2,5,-5,11,17,2,12,10,-7,-1,7,-4,28,32,4,26,22,-8,2,10,-5,75,78,11,70,54,-16,5,24
Lebanon,Afghanistan,2,0,1,0,win,1,-1,6627,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,157,215,0,2,2,0,2,6,0,0,-4,-3,2,7,-1,7,12,-2,-5,-5,-1,12,10,-3,9,27,2,3,-17,-3,26,27,-5,21,39,2,5,-12,-9,54,73,0,0,0,-9,54,73
Serbia,Ireland,2,2,1,0,draw,0,-0,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,51,56,1,4,2,0,5,2,1,-1,0,2,7,4,0,7,6,2,0,-2,1,14,12,1,14,11,0,0,1,-1,26,27,3,28,18,-4,-2,9,-2,63,57,4,74,54,-6,-11,3
Spain,Liechtenstein,8,0,1,0,win,1,-1,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,73,87,0,2,2,-2,0,9,2,2,-7,1,7,4,-4,2,15,5,5,-11,2,17,8,-8,3,30,10,14,-22,8,31,12,-13,6,54,21,25,-42,22,95,37,-32,21,119,54,74,-82
Ukraine,Iceland,1,1,1,0,draw,0,-0,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,-2,0,3,0,4,6,-2,-4,-3,-1,7,9,1,8,9,-2,-1,0,1,12,11,0,20,19,1,-8,-8,6,27,15,-1,31,33,7,-4,-18,17,82,36,2,76,71,15,6,-35
Wales,Moldova,4,0,1,0,win,1,-1,6627,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,58,98,0,3,3,-2,1,3,2,2,0,1,8,5,-2,3,5,3,5,0,-1,13,14,-6,5,13,5,8,1,4,24,18,-12,9,25,16,15,-7,-3,55,64,-22,43,75,19,12,-11
Andorra,Latvia,0,1,1,0,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,82,86,-1,0,2,2,8,1,-3,-8,1,-4,0,6,0,8,3,-4,-8,3,-9,2,21,-2,13,11,-7,-11,10,-19,4,53,-6,20,31,-13,-16,22,-47,8,136,-18,46,83,-29,-38,53
Bangladesh,Bhutan,0,0,1,0,draw,0,-0,6628,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,156,166,-2,0,6,-2,2,7,0,-2,-1,-5,1,25,-5,2,23,0,-1,2,-5,6,36,-10,5,57,5,1,-21,-8,12,54,-14,12,84,6,0,-30,-18,36,116,0,0,0,-18,36,116
Belarus,France,0,0,1,0,draw,0,-0,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,52,95,2,3,1,0,3,2,2,0,-1,1,3,4,3,12,5,-2,-9,-1,1,7,8,7,22,8,-6,-15,0,1,27,26,11,43,21,-10,-16,5,-2,57,61,21,102,44,-23,-45,17
Bosnia-Herzegovina,Estonia,5,0,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,37,46,0,3,3,-1,1,8,1,2,-5,0,7,6,-1,3,9,1,4,-3,3,19,12,-1,10,13,4,9,-1,2,32,23,1,18,21,1,14,2,10,89,53,-5,42,65,15,47,-12
Brazil,Colombia,2,1,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,72,126,0,3,1,2,3,0,-2,0,1,1,12,4,0,5,5,1,7,-1,2,21,10,3,15,9,-1,6,1,9,36,16,6,29,15,3,7,1,28,113,41,20,83,35,8,30,6
Bulgaria,Luxembourg,4,3,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,59,97,2,3,0,-2,2,6,4,1,-6,1,5,4,-5,2,13,6,3,-9,0,9,12,-6,6,23,6,3,-11,-3,18,25,-13,12,48,10,6,-23,-6,47,59,-27,32,113,21,15,-54
Cameroon,Gabon,2,1,1,0,win,1,-1,6628,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,79,29,2,3,0,0,3,3,2,0,-3,1,7,5,-1,5,7,2,2,-2,1,11,9,-1,11,13,2,0,-4,4,24,19,-2,23,23,6,1,-4,8,56,49,-1,52,51,9,4,-2
Canada,El Salvador,3,1,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,139,104,0,3,3,-2,1,7,2,2,-4,-2,4,9,-4,4,14,2,0,-5,-2,6,11,-3,8,17,1,-2,-6,-7,9,22,-5,17,31,-2,-8,-9,-7,46,55,-3,68,79,-4,-22,-24
Chile,Bolivia,3,0,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,140,116,-1,1,2,-2,0,6,1,1,-4,2,14,4,-5,2,12,7,12,-8,1,22,13,-7,9,21,8,13,-8,8,45,23,-10,19,40,18,26,-17,11,97,60,-21,47,92,32,50,-32
China,Iran,0,0,1,0,draw,0,-0,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,108,188,-2,2,4,2,8,0,-4,-6,4,1,12,6,5,17,1,-4,-5,5,2,27,7,8,31,4,-6,-4,3,6,45,15,14,50,11,-8,-5,4,7,87,53,22,96,32,-15,-9,21
Costa Rica,Panama,3,1,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,121,152,2,4,2,0,4,4,2,0,-2,2,6,7,1,8,10,1,-2,-3,2,11,10,1,12,14,1,-1,-4,1,28,27,1,20,26,0,8,1,5,66,50,1,58,60,4,8,-10
Cyprus,Belgium,0,3,1,0,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,38,125,-2,1,3,-2,1,5,0,0,-2,-3,5,8,1,9,5,-4,-4,3,-4,14,17,1,16,13,-5,-2,4,-10,17,30,8,40,21,-18,-23,9,-24,45,86,25,99,45,-49,-54,41
Faroe Islands,Hungary,0,0,1,0,draw,0,-0,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,60,40,0,3,4,-1,3,7,1,0,-3,-3,4,10,-1,6,10,-2,-2,0,-4,8,16,0,13,16,-4,-5,0,-11,17,37,4,25,21,-15,-8,16,-32,32,110,11,78,57,-43,-46,53
Gibraltar,Greece,1,4,0,1,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,208,61,-2,0,10,2,4,2,-4,-4,8,-4,0,20,1,8,7,-5,-8,13,-9,2,49,0,13,14,-9,-11,35,-13,8,77,-6,16,25,-7,-8,52,0,0,0,5,50,49,-5,-50,-49
Indonesia,Malaysia,3,0,1,0,win,1,-1,6628,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,154,144,0,2,2,1,3,2,-1,-1,0,1,5,4,3,9,2,-2,-4,2,2,13,7,1,11,12,1,2,-5,-1,22,18,-2,20,43,1,2,-25,-11,55,79,-12,50,92,1,5,-13
Iraq,Saudi Arabia,1,2,0,1,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,149,64,-1,1,3,2,5,0,-3,-4,3,-2,4,7,4,18,1,-6,-14,6,-4,9,16,8,33,4,-12,-24,12,-3,27,33,6,47,21,-9,-20,12,-8,51,71,6,83,57,-14,-32,14
Jamaica,Haiti,0,2,1,0,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,127,138,-2,0,5,-2,0,5,0,0,0,-5,0,11,-5,1,14,0,-1,-3,-5,5,19,-5,5,17,0,0,2,-7,14,35,-8,12,29,1,2,6,-12,46,67,-15,49,76,3,-3,-9
Kyrgyzstan,Philippines,1,2,1,0,lose,-1,1,6628,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,198,160,0,2,6,0,3,3,0,-1,3,1,4,9,-2,3,6,3,1,3,2,12,14,-1,11,14,3,1,0,-4,19,38,0,30,23,-4,-11,15,-19,42,96,-1,68,62,-18,-26,34
Maldives,Laos,4,0,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,178,189,0,5,2,-2,1,10,2,4,-8,-1,9,10,-4,2,17,3,7,-7,-2,17,24,-9,4,40,7,13,-16,-9,23,43,-15,12,59,6,11,-16,-21,56,98,0,0,0,-21,56,98
Mexico,Honduras,0,0,1,0,draw,0,-0,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,128,155,0,3,8,2,3,1,-2,0,7,2,9,10,4,9,3,-2,0,7,7,20,12,2,13,9,5,7,3,10,41,24,-2,21,27,12,20,-3,14,88,58,-2,59,65,16,29,-7
Palestine,Tajikistan,1,1,1,0,draw,0,-0,6628,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,179,148,0,7,2,1,1,0,-1,6,2,1,14,3,0,6,8,1,8,-5,0,22,8,-1,14,17,1,8,-9,-1,39,30,-1,36,37,0,3,-7,-8,66,84,-8,74,101,0,-8,-17
Peru,Ecuador,2,1,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,129,131,1,3,0,-2,1,5,3,2,-5,3,7,2,-1,7,7,4,0,-5,3,13,9,1,16,14,2,-3,-5,2,26,22,3,32,24,-1,-6,-2,0,56,57,9,81,58,-9,-25,-1
Qatar,Uzbekistan,0,1,1,0,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,68,146,0,3,4,2,2,0,-2,1,4,-1,6,10,3,6,3,-4,0,7,2,17,12,8,19,5,-6,-2,7,5,44,19,7,34,22,-2,10,-3,12,95,47,15,75,43,-3,20,4
Russia,Ghana,1,0,1,0,win,1,-1,6628,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,90,118,-1,0,3,1,3,1,-2,-3,2,-2,3,7,3,8,2,-5,-5,5,-3,11,16,7,20,5,-10,-9,11,2,32,22,9,35,13,-7,-3,9,13,84,42,16,93,47,-3,-9,-5
South Africa,Egypt,1,0,1,0,win,1,-1,6628,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,78,67,1,5,1,1,3,1,0,2,0,2,8,3,3,7,2,-1,1,1,4,15,8,4,16,4,0,-1,4,5,28,18,6,33,12,-1,-5,6,13,70,42,17,97,49,-4,-27,-7
Sweden,Netherlands,1,1,1,0,draw,0,-0,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,45,88,-2,0,2,0,3,2,-2,-3,0,-1,4,3,2,8,5,-3,-4,-2,-1,12,9,1,17,17,-2,-5,-8,2,27,18,0,37,31,2,-10,-13,8,74,53,15,101,53,-7,-27,0
Switzerland,Portugal,2,0,1,0,win,1,-1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,99,43,0,1,1,2,6,0,-2,-5,1,2,5,3,4,10,1,-2,-5,2,-1,10,12,4,21,6,-5,-11,6,6,38,18,8,33,11,-2,5,7,16,84,48,17,83,47,-1,1,1
Syria,Korea Republic,0,0,0,1,draw,0,-0,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,65,133,-1,0,1,2,5,3,-3,-5,-2,-2,6,8,3,8,9,-5,-2,-1,-1,15,16,8,24,9,-9,-9,7,4,39,24,15,46,12,-11,-7,12,-3,74,66,12,78,53,-15,-4,13
Thailand,Japan,0,2,1,0,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,25,100,-2,0,2,0,6,2,-2,-6,0,0,9,6,3,16,2,-3,-7,4,3,16,9,6,29,3,-3,-13,6,0,29,28,13,56,10,-13,-27,18,4,72,58,15,102,58,-11,-30,0
United Arab Emirates,Australia,0,1,1,0,lose,-1,1,6628,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,69,74,0,2,3,0,3,2,0,-1,1,2,11,5,1,10,5,1,1,0,5,29,10,4,27,7,1,2,3,7,47,20,10,50,13,-3,-3,7,19,110,50,6,90,65,13,20,-15
